,user_id,event_id,event_name,clicks_count
349208,8d88a103f8ea67a824936c5851783d0f,1262107,Балет «Жизель»,1
349209,8d88a103f8ea67a824936c5851783d0f,1326971,Выставка «Самарские мистерии Валентина Пурыгина»,1
349210,8d88a103f8ea67a824936c5851783d0f,1350091,Спектакль «История Кая и Герды»,2
349211,8d88a103f8ea67a824936c5851783d0f,1367945,Выставка «Искусство Востока»,1
349694,8dbd1f307de97f8005f46f2fd1ab2d12,472495,Спектакль «Касатка»,1
349695,8dbd1f307de97f8005f46f2fd1ab2d12,1244781,Спектакль «Полет над гнездом кукушки»,3
349696,8dbd1f307de97f8005f46f2fd1ab2d12,1244908,Спектакль «Корсиканка»,2
349852,8dcbdeda77edc4103e103bc69d3f8316,57846,Спектакль «Странная миссис Сэвидж»,1
349853,8dcbdeda77edc4103e103bc69d3f8316,1244781,Спектакль «Полет над гнездом кукушки»,1
349854,8dcbdeda77edc4103e103bc69d3f8316,1262085,Спектакль «Травиата»,1
349855,8dcbdeda77edc4103e103bc69d3f8316,1262107,Балет «Жизель»,1
349856,8dcbdeda77edc4103e103bc69d3f8316,1350091,Спектакль «История Кая и Герды»,1
349876,8dcdc224e2c074c85344bbaf465bbe08,1233397,Спектакль «Вишневый сад»,2
